category,urgency,distance_km,is_remote,road_type,weather,traffic_level,time_of_day,order_weight_kg,past_delay_count,vehicle_capacity_load_pct,customer_priority_flag,priority_score,eta_minutes,delayed
agricultural_supplies,low,69.85,0,paved,rain,5,night,11.73,2,47,0,14.7,236.3,0
documents,normal,43.37,1,paved,clear,3,morning,3.21,1,21,0,31.8,109.8,0
electronics,normal,26.33,0,paved,clear,5,evening,1.05,1,85,0,20.1,66.8,0
medicine,normal,12.44,1,mixed,clear,3,afternoon,3.83,0,59,1,75.3,40.3,0
clothing,low,5.26,0,paved,clear,2,afternoon,0.54,1,95,0,9.8,10.9,0
electronics,normal,9.84,0,paved,clear,3,afternoon,3.36,0,71,1,28.9,24.3,0
clothing,normal,3.2,0,paved,storm,4,afternoon,2.21,2,92,0,15.5,13.8,1
groceries,normal,17.88,0,paved,clear,5,night,3.16,0,92,0,25.3,50.3,0
groceries,high,14.91,0,paved,fog,2,evening,1.8,1,45,0,40.0,35.6,0
clothing,high,3.4,0,paved,fog,4,evening,3.85,1,82,0,32.4,15.4,0
clothing,normal,14.01,0,paved,clear,2,morning,5.78,3,93,0,15.3,27.7,0
agricultural_supplies,low,18.48,0,paved,fog,5,evening,6.03,3,36,1,20.8,71.6,1
groceries,normal,32.1,0,mixed,clear,3,afternoon,2.95,0,44,0,24.6,105.1,0
groceries,low,5.86,0,paved,rain,3,afternoon,4.52,0,71,0,0.8,14.2,0
clothing,high,24.58,0,paved,clear,5,night,3.19,2,97,1,41.1,64.9,0
groceries,low,4.04,0,paved,clear,3,evening,3.98,0,50,0,6.9,5.4,0
groceries,normal,2.17,1,unpaved,rain,3,morning,14.47,1,83,0,32.6,10.2,0
medicine,normal,13.41,1,mixed,rain,1,evening,7.45,3,99,0,63.1,51.2,0
documents,emergency,6.86,0,paved,clear,1,afternoon,3.62,0,72,0,53.6,13.5,0
medicine,low,8.18,0,paved,clear,1,morning,1.47,0,46,0,37.2,12.8,0
clothing,low,5.49,0,mixed,clear,3,afternoon,1.26,3,25,0,8.9,21.6,0
agricultural_supplies,high,9.35,1,paved,clear,1,night,0.67,1,26,0,58.2,15.3,0
groceries,low,21.64,0,paved,clear,2,morning,2.09,0,46,0,10.6,40.1,0
agricultural_supplies,normal,31.34,0,mixed,clear,3,night,3.14,0,87,0,29.4,93.7,0
clothing,low,30.44,0,paved,clear,2,afternoon,1.48,4,56,0,7.7,68.6,0
medicine,low,15.25,0,paved,clear,5,evening,2.98,0,26,0,29.1,41.7,0
medicine,normal,9.82,1,unpaved,fog,2,afternoon,4.24,3,38,1,65.1,51.5,1
groceries,high,4.46,0,paved,clear,5,morning,3.25,1,47,0,44.2,12.7,0
agricultural_supplies,low,6.34,0,paved,fog,1,morning,11.71,0,46,0,24.3,8.5,0
clothing,normal,9.98,0,paved,clear,1,evening,6.01,2,69,0,16.9,13.1,0
agricultural_supplies,normal,24.74,1,unpaved,clear,1,evening,5.08,1,39,0,35.6,91.9,1
clothing,high,1.83,0,paved,clear,4,afternoon,8.17,1,40,1,42.2,15.1,0
clothing,high,12.89,1,paved,clear,1,morning,4.49,2,47,0,44.1,28.5,0
documents,low,15.21,1,mixed,clear,4,evening,7.64,0,50,0,21.9,59.6,0
groceries,normal,13.6,0,paved,fog,5,night,2.91,0,41,0,25.9,47.9,0
groceries,low,24.03,0,paved,clear,4,afternoon,4.92,2,51,0,6.1,59.6,0
documents,emergency,7.1,0,paved,clear,4,night,7.72,1,50,0,51.0,22.5,0
groceries,high,36.04,0,paved,clear,3,afternoon,0.57,0,95,0,45.4,86.0,0
groceries,high,12.89,1,paved,clear,1,afternoon,9.76,1,66,1,57.4,31.7,0
agricultural_supplies,high,26.63,0,paved,clear,3,night,3.54,2,95,0,53.7,52.2,0
groceries,normal,24.56,0,paved,clear,2,evening,1.1,0,88,1,35.8,46.9,0
clothing,normal,1.02,0,paved,clear,4,morning,2.87,1,63,1,27.5,5.0,0
medicine,low,7.56,1,paved,clear,4,afternoon,4.05,0,69,0,46.5,23.6,0
documents,normal,2.03,0,mixed,clear,1,morning,4.69,2,55,1,42.9,7.9,0
agricultural_supplies,normal,14.89,0,mixed,rain,2,morning,7.6,1,58,0,26.5,40.0,0
agricultural_supplies,normal,1.88,1,mixed,fog,4,night,0.64,1,43,0,39.9,8.8,1
electronics,normal,4.1,0,paved,clear,4,afternoon,3.74,4,30,0,27.0,6.4,0
clothing,high,25.1,0,paved,rain,3,evening,1.93,1,82,0,33.4,70.7,0
groceries,high,9.55,1,paved,clear,2,evening,1.77,1,95,0,47.0,21.0,0
groceries,emergency,30.94,0,paved,clear,5,night,0.73,1,45,0,58.0,78.4,0
agricultural_supplies,high,5.13,1,unpaved,fog,4,afternoon,1.59,0,26,0,56.2,38.7,1
agricultural_supplies,emergency,4.05,1,paved,clear,1,morning,2.7,0,64,1,89.0,15.5,0
documents,high,5.39,0,mixed,clear,5,afternoon,0.47,0,30,0,36.5,16.0,0
agricultural_supplies,normal,7.15,1,paved,rain,5,night,3.42,3,97,0,33.7,23.7,1
groceries,normal,9.26,0,paved,storm,1,morning,0.98,1,32,0,25.0,27.5,0
agricultural_supplies,low,1.89,0,paved,clear,4,morning,7.07,1,41,0,26.0,9.9,0
agricultural_supplies,low,16.16,0,paved,rain,1,afternoon,2.37,0,77,1,24.9,42.0,0
groceries,high,11.04,0,unpaved,clear,5,afternoon,3.98,1,65,0,33.3,56.0,0
groceries,high,12.76,0,paved,clear,2,afternoon,2.13,7,47,0,30.8,26.5,0
clothing,high,11.77,0,paved,rain,1,night,2.61,1,43,0,25.0,29.8,0
groceries,normal,13.5,0,unpaved,fog,4,afternoon,2.74,1,49,0,22.3,84.4,1
clothing,emergency,4.43,1,unpaved,clear,3,morning,1.59,6,98,0,60.3,25.3,1
clothing,normal,2.32,0,paved,storm,3,afternoon,2.73,1,73,0,22.6,13.0,0
medicine,high,14.49,0,paved,rain,1,morning,0.3,4,74,0,69.5,34.7,0
agricultural_supplies,low,20.4,0,mixed,storm,5,afternoon,2.23,1,96,1,31.3,139.4,0
medicine,normal,3.33,1,mixed,clear,3,night,6.64,0,60,0,60.4,18.5,0
electronics,low,25.78,0,paved,rain,2,evening,3.21,1,57,0,8.8,71.3,0
agricultural_supplies,high,1.73,0,paved,clear,3,night,1.91,0,22,0,46.4,5.0,0
medicine,high,26.07,0,mixed,clear,1,evening,1.09,1,23,0,70.4,62.5,0
agricultural_supplies,normal,28.64,0,paved,rain,4,morning,8.25,0,37,0,32.3,89.0,0
medicine,normal,3.25,1,mixed,rain,4,evening,3.8,0,57,0,62.7,25.3,0
agricultural_supplies,emergency,16.74,0,mixed,fog,3,morning,4.41,2,57,0,59.4,69.9,0
agricultural_supplies,normal,22.47,0,unpaved,clear,5,night,1.09,3,86,0,34.5,104.9,1
groceries,high,9.57,0,mixed,clear,2,evening,1.73,0,81,0,33.9,21.8,0
electronics,low,14.39,0,unpaved,clear,4,night,11.78,2,23,0,10.4,61.6,0
groceries,normal,18.44,0,paved,clear,5,afternoon,0.32,3,75,0,21.0,50.5,1
groceries,emergency,13.29,1,unpaved,clear,5,evening,0.87,1,79,0,67.8,72.1,1
medicine,normal,12.38,0,paved,rain,2,evening,5.91,1,55,0,50.4,30.6,0
agricultural_supplies,low,4.68,0,unpaved,clear,5,night,2.23,1,68,0,26.2,20.7,1
electronics,normal,1.75,1,mixed,clear,2,evening,5.75,4,22,0,35.4,5.2,0
documents,high,6.49,0,unpaved,clear,3,evening,7.0,0,43,0,35.4,23.5,0
documents,normal,32.47,0,paved,rain,4,afternoon,3.8,1,89,1,27.3,105.8,0
groceries,normal,2.82,0,mixed,clear,1,night,5.76,1,91,0,25.1,9.7,0
groceries,high,13.26,0,paved,fog,5,night,6.69,3,97,0,42.4,52.8,1
electronics,high,9.37,1,mixed,clear,5,morning,1.94,0,79,0,47.4,36.6,0
groceries,high,1.31,1,unpaved,clear,4,night,3.19,2,26,0,46.6,9.5,0
electronics,high,15.36,0,paved,clear,5,morning,2.19,0,40,1,39.3,43.1,0
groceries,low,10.71,0,unpaved,clear,4,night,2.68,1,22,0,8.5,44.5,1
groceries,low,16.75,0,paved,rain,4,evening,1.18,3,98,0,6.2,46.8,0
groceries,normal,15.67,0,paved,clear,1,morning,4.71,0,64,0,24.2,34.1,0
agricultural_supplies,normal,9.17,1,unpaved,rain,4,night,2.16,0,99,0,44.7,56.8,1
medicine,normal,13.54,1,mixed,clear,5,morning,3.42,2,80,0,71.1,53.1,0
agricultural_supplies,normal,14.24,1,mixed,storm,3,morning,1.88,1,33,0,45.1,81.3,1
documents,normal,13.66,1,unpaved,clear,1,evening,3.57,1,49,0,39.4,56.4,1
medicine,high,12.7,1,paved,fog,1,evening,8.38,2,93,1,87.4,34.2,0
groceries,normal,40.59,0,mixed,storm,2,night,3.61,0,64,0,18.1,204.1,0
agricultural_supplies,high,1.06,1,paved,clear,5,evening,4.06,0,82,1,61.8,5.0,0
medicine,low,6.31,1,paved,clear,2,night,6.17,2,34,0,56.7,25.0,0
medicine,low,13.7,1,unpaved,clear,1,evening,1.69,1,87,0,53.5,50.7,0
agricultural_supplies,low,10.81,0,paved,clear,5,evening,4.83,1,39,0,14.6,32.2,0
documents,normal,6.56,1,paved,clear,2,morning,4.59,1,82,0,32.0,18.5,0
medicine,normal,38.12,1,mixed,fog,1,night,1.82,2,50,0,66.4,135.1,0
agricultural_supplies,high,6.48,0,paved,clear,3,evening,15.36,1,88,1,55.9,8.7,0
clothing,low,7.03,1,paved,clear,4,afternoon,9.13,0,86,0,11.0,22.1,0
clothing,low,14.57,1,unpaved,clear,2,morning,0.67,2,76,0,12.2,60.5,1
groceries,low,2.31,1,paved,fog,4,afternoon,1.52,2,36,0,24.6,19.1,0
groceries,high,6.8,0,mixed,rain,3,afternoon,2.89,1,22,0,40.1,28.1,0
medicine,normal,25.75,0,paved,rain,5,evening,4.94,1,45,0,55.4,87.6,0
medicine,normal,6.64,0,mixed,fog,2,morning,0.99,1,41,1,58.2,20.6,0
groceries,normal,14.27,0,mixed,clear,2,evening,6.31,2,54,0,22.2,39.2,0
agricultural_supplies,high,3.9,0,paved,rain,3,morning,3.72,2,39,0,53.4,8.7,0
agricultural_supplies,low,2.43,0,paved,clear,2,night,6.19,0,97,1,24.0,6.4,0
documents,normal,4.68,0,mixed,clear,5,night,2.31,3,45,0,27.5,13.7,0
medicine,normal,9.13,1,mixed,clear,5,morning,7.49,1,40,1,65.2,33.9,0
agricultural_supplies,high,3.58,1,unpaved,fog,3,night,3.41,0,65,0,53.9,22.6,1
documents,normal,18.32,0,paved,storm,1,evening,0.4,1,74,0,29.1,57.8,0
clothing,normal,1.72,0,paved,clear,4,afternoon,3.41,1,20,0,20.1,5.0,0
medicine,emergency,11.51,0,paved,clear,1,morning,0.11,1,89,0,86.6,27.9,0
agricultural_supplies,emergency,1.01,0,mixed,rain,2,morning,2.61,2,26,0,56.8,5.0,0
groceries,low,4.14,0,paved,clear,4,afternoon,1.54,2,88,0,8.6,7.8,0
agricultural_supplies,low,1.13,0,mixed,clear,4,afternoon,0.75,3,46,0,17.2,6.6,0
documents,high,16.45,1,mixed,clear,1,evening,2.44,0,60,0,48.4,45.6,0
electronics,emergency,1.81,1,paved,clear,4,morning,0.63,0,87,0,64.6,17.6,0
documents,high,3.02,1,unpaved,rain,2,morning,5.61,3,79,0,49.5,19.5,1
medicine,high,9.06,0,mixed,rain,5,morning,4.73,0,88,0,72.7,43.4,0
documents,normal,1.62,0,paved,rain,5,afternoon,4.04,3,78,0,30.4,6.4,0
electronics,high,8.41,0,paved,rain,5,morning,4.02,0,57,0,26.6,26.9,0
medicine,low,14.43,1,mixed,clear,1,evening,7.74,2,80,1,61.0,41.1,0
groceries,high,21.92,0,paved,clear,3,night,5.45,3,38,0,29.1,47.0,0
clothing,normal,18.94,1,unpaved,clear,1,afternoon,6.03,4,85,0,38.9,66.3,1
groceries,high,17.6,1,paved,rain,1,night,1.36,1,96,0,40.4,48.3,0
groceries,normal,3.54,1,unpaved,clear,4,morning,4.69,0,95,0,35.5,13.0,1
groceries,low,3.88,0,unpaved,rain,3,night,3.57,1,89,0,1.1,11.5,1
clothing,high,4.76,0,paved,rain,2,night,5.24,1,26,0,33.2,15.2,0
documents,low,15.81,1,mixed,clear,3,night,0.4,0,73,0,23.1,47.1,0
documents,normal,14.86,0,mixed,clear,2,afternoon,2.41,0,51,0,17.6,39.5,0
agricultural_supplies,normal,3.11,0,paved,clear,5,afternoon,2.46,2,37,0,22.6,5.0,0
electronics,high,32.65,0,paved,rain,3,evening,3.98,3,95,0,40.6,95.1,0
groceries,low,6.99,0,mixed,clear,4,night,2.72,0,44,0,4.2,24.0,0
medicine,normal,4.06,0,paved,clear,2,night,2.34,2,68,0,56.5,12.1,0
groceries,normal,7.68,1,mixed,clear,4,morning,5.51,3,99,0,34.8,34.7,1
agricultural_supplies,emergency,1.38,0,paved,clear,5,afternoon,0.76,1,84,0,62.8,5.0,0
groceries,emergency,13.88,0,mixed,clear,1,evening,1.57,1,41,0,52.4,38.6,0
groceries,normal,6.28,0,paved,clear,1,evening,5.0,0,35,0,19.9,11.6,0
groceries,normal,13.11,0,paved,clear,2,night,4.56,0,89,0,18.3,30.5,0
clothing,normal,6.67,0,mixed,rain,3,morning,0.48,1,24,1,36.9,27.2,0
medicine,normal,4.0,0,mixed,rain,3,afternoon,2.49,1,24,0,54.0,5.0,0
documents,low,10.7,0,paved,clear,3,night,1.44,4,35,0,13.1,23.7,0
medicine,emergency,12.47,0,mixed,clear,5,night,6.78,1,90,1,94.8,38.5,0
documents,high,5.65,0,unpaved,clear,4,evening,5.79,2,71,0,42.6,20.4,0
groceries,low,45.48,0,paved,fog,1,morning,4.1,0,50,0,12.0,119.9,0
documents,normal,7.69,0,mixed,clear,4,evening,3.33,0,97,0,26.6,30.0,0
documents,emergency,15.89,1,paved,clear,5,night,1.25,1,32,1,82.4,55.8,0
groceries,high,5.14,0,paved,rain,4,evening,8.48,0,73,0,37.3,14.9,0
medicine,normal,7.4,0,mixed,rain,2,morning,1.04,1,86,0,58.5,33.2,0
groceries,low,1.22,1,unpaved,rain,4,afternoon,1.49,1,35,0,21.2,9.2,1
electronics,normal,4.22,1,paved,clear,2,morning,5.29,4,58,0,28.3,19.5,0
agricultural_supplies,low,13.99,0,paved,rain,2,night,8.63,0,63,0,8.5,31.1,0
clothing,normal,1.36,0,paved,rain,1,night,1.24,1,65,1,27.9,5.0,0
medicine,normal,16.94,0,paved,clear,3,morning,3.4,0,79,0,43.6,35.8,0
clothing,high,61.43,0,paved,rain,4,night,7.72,2,80,0,24.4,196.8,0
agricultural_supplies,low,7.1,0,paved,clear,2,evening,5.51,0,40,0,13.5,13.4,0
medicine,low,4.13,1,mixed,rain,5,afternoon,3.73,1,87,0,49.5,23.4,0
groceries,normal,23.95,0,paved,clear,1,night,2.94,1,82,0,23.8,44.2,0
medicine,normal,13.76,0,mixed,clear,4,morning,6.57,1,45,0,51.4,49.4,0
electronics,high,16.05,1,paved,clear,1,night,5.48,3,83,0,57.3,42.9,0
clothing,emergency,2.5,1,mixed,clear,2,evening,4.03,3,87,0,64.1,5.0,0
medicine,normal,6.29,0,paved,fog,3,afternoon,11.87,4,60,0,55.9,20.0,0
groceries,high,15.22,0,unpaved,clear,4,evening,7.12,1,83,1,42.9,69.3,0
clothing,low,5.87,1,paved,clear,2,evening,4.5,0,42,1,23.0,23.1,0
electronics,normal,22.82,1,paved,fog,3,evening,4.7,1,78,1,39.8,72.2,0
electronics,normal,5.79,0,paved,fog,5,night,4.36,0,72,0,27.6,27.2,1
documents,normal,6.54,0,mixed,storm,1,afternoon,3.69,2,62,0,26.0,26.2,1
electronics,emergency,30.69,1,unpaved,clear,4,afternoon,1.35,0,71,0,60.1,143.5,1
documents,low,10.03,0,paved,clear,1,night,0.4,0,56,0,5.6,14.9,0
clothing,high,16.61,1,paved,fog,4,morning,0.64,2,76,0,42.8,60.5,0
electronics,emergency,9.27,1,paved,fog,2,evening,2.79,3,75,0,60.4,33.3,1
electronics,low,8.24,1,paved,clear,4,night,1.38,0,72,0,11.3,26.9,0
agricultural_supplies,normal,12.64,1,unpaved,fog,5,night,4.28,0,74,0,37.0,84.1,1
agricultural_supplies,high,5.63,0,unpaved,clear,3,night,7.68,1,25,0,46.1,20.1,0
groceries,high,4.46,0,paved,rain,4,night,5.04,2,28,0,31.7,9.8,0
groceries,normal,1.42,0,paved,clear,4,afternoon,1.5,0,32,0,19.5,12.0,0
groceries,low,10.28,0,paved,clear,5,evening,5.41,0,48,0,6.6,21.6,0
agricultural_supplies,normal,4.97,1,mixed,rain,4,morning,3.29,0,34,0,43.2,31.7,0
documents,emergency,10.05,0,paved,fog,4,morning,5.05,0,78,0,53.5,37.7,1
electronics,normal,25.74,0,paved,rain,2,afternoon,7.38,2,48,0,20.1,64.2,0
clothing,high,6.47,1,paved,storm,2,night,11.24,3,32,0,42.5,36.0,1
groceries,low,7.8,0,paved,rain,3,evening,4.05,0,96,1,9.4,24.1,0
groceries,normal,7.11,0,paved,clear,1,morning,1.91,0,74,0,19.4,12.3,0
electronics,low,8.73,1,unpaved,clear,2,morning,1.15,4,20,0,12.7,39.0,1
groceries,high,4.24,0,paved,clear,4,evening,8.11,0,58,1,42.8,13.6,0
medicine,normal,30.4,1,mixed,clear,1,morning,7.59,2,78,0,64.3,78.1,0
groceries,low,13.67,1,mixed,storm,2,evening,4.52,3,44,0,15.3,71.2,1
documents,high,8.13,0,paved,clear,1,evening,1.48,0,36,0,40.8,15.4,0
clothing,high,4.4,0,paved,clear,1,afternoon,1.09,1,39,0,30.6,10.8,0
groceries,low,4.26,0,paved,clear,5,night,3.02,3,52,0,14.8,7.6,0
clothing,high,50.92,1,unpaved,storm,4,morning,1.56,3,22,0,36.1,399.6,1
medicine,normal,17.74,1,mixed,clear,3,afternoon,10.07,1,61,0,66.7,61.4,0
medicine,low,3.33,0,paved,clear,3,afternoon,6.19,1,85,0,37.0,6.2,0
medicine,normal,26.4,1,paved,clear,5,afternoon,2.7,2,68,0,69.0,84.0,0
agricultural_supplies,high,16.4,1,mixed,clear,2,afternoon,4.9,2,51,0,53.8,47.7,0
groceries,normal,2.31,1,unpaved,clear,3,morning,1.0,2,35,0,29.4,15.3,0
electronics,high,1.52,0,unpaved,clear,5,morning,2.77,0,95,0,29.1,5.0,0
groceries,low,2.38,0,paved,fog,1,morning,0.67,2,97,0,7.6,11.0,0
documents,low,2.58,0,unpaved,rain,1,afternoon,2.06,0,60,1,21.0,8.9,0
agricultural_supplies,normal,1.67,0,paved,rain,2,evening,7.25,3,42,0,29.1,6.0,0
groceries,normal,4.78,0,paved,rain,1,night,2.68,2,49,1,27.8,21.9,0
groceries,low,5.85,0,paved,rain,5,night,5.87,1,67,0,6.4,14.6,0
clothing,normal,44.86,0,paved,clear,4,afternoon,3.3,0,85,0,19.7,112.9,0
groceries,high,4.43,0,paved,storm,4,afternoon,4.14,0,88,0,35.2,15.8,1
groceries,low,17.91,0,mixed,rain,5,afternoon,1.97,0,38,0,14.5,81.0,0
groceries,normal,26.89,0,paved,rain,1,morning,0.53,1,81,0,27.8,62.8,0
agricultural_supplies,normal,17.43,1,mixed,clear,5,evening,6.26,2,74,0,43.5,62.8,0
clothing,normal,6.46,1,unpaved,clear,2,night,2.03,0,47,0,36.0,29.0,0
medicine,normal,7.64,0,paved,rain,2,night,3.04,1,88,0,50.9,20.3,0
groceries,normal,26.35,0,mixed,clear,1,evening,0.29,1,22,0,18.9,64.1,0
clothing,high,80.43,0,mixed,clear,2,evening,4.08,3,73,0,34.1,213.7,0
clothing,low,4.36,0,unpaved,clear,4,night,1.99,1,62,1,10.1,25.4,1
agricultural_supplies,emergency,4.56,1,paved,rain,4,evening,1.35,0,31,0,75.0,15.2,0
electronics,low,16.48,1,unpaved,rain,5,morning,3.4,0,32,0,15.9,97.2,1
agricultural_supplies,low,13.24,0,unpaved,rain,1,night,2.15,2,58,0,18.2,53.0,0
groceries,high,7.26,0,mixed,rain,3,evening,2.87,2,40,0,37.2,29.3,0
electronics,high,4.69,0,mixed,clear,4,night,0.62,0,27,0,26.9,13.0,0
clothing,normal,1.81,0,mixed,clear,4,night,2.14,2,42,0,15.1,5.0,0
documents,low,1.9,0,paved,clear,4,morning,3.1,0,23,0,13.6,8.9,0
agricultural_supplies,normal,5.1,0,paved,clear,1,evening,1.13,2,71,0,39.7,10.1,0
documents,low,8.45,0,paved,clear,5,morning,1.63,2,69,0,12.5,27.9,0
electronics,normal,11.39,0,mixed,fog,5,afternoon,3.69,1,88,0,16.4,61.9,1
agricultural_supplies,high,12.63,1,paved,rain,4,evening,2.62,1,97,0,56.9,39.7,0
groceries,high,14.69,0,mixed,clear,2,night,9.7,2,24,1,49.0,45.8,0
groceries,low,13.91,0,paved,rain,4,morning,6.45,4,41,1,17.5,46.1,0
groceries,high,19.19,1,mixed,clear,5,evening,2.02,1,26,0,52.1,72.7,0
groceries,normal,3.35,0,unpaved,rain,5,afternoon,2.91,0,63,0,22.7,18.2,1
groceries,low,7.77,1,mixed,clear,5,night,7.4,0,46,0,18.3,32.4,0
groceries,high,2.14,0,mixed,rain,2,afternoon,9.78,0,57,0,33.7,5.0,0
medicine,low,2.31,0,paved,clear,4,evening,2.7,1,33,0,39.5,9.5,0
documents,normal,5.58,1,paved,storm,3,evening,14.04,1,78,0,33.5,30.6,0
agricultural_supplies,normal,16.18,1,mixed,clear,2,night,0.45,1,74,0,39.1,57.1,0
groceries,low,5.35,1,mixed,rain,5,morning,2.62,1,98,0,17.7,29.3,1
medicine,high,10.15,1,unpaved,rain,5,night,8.05,2,28,0,76.9,67.0,1
agricultural_supplies,normal,24.3,1,paved,rain,1,evening,3.16,1,29,0,41.1,66.3,0
agricultural_supplies,normal,10.51,0,paved,clear,3,morning,4.0,0,91,0,30.2,30.1,0
electronics,high,7.47,0,paved,rain,5,night,12.84,1,88,1,51.8,21.7,0
agricultural_supplies,low,5.49,1,mixed,rain,4,morning,8.89,2,93,0,27.4,35.4,0
electronics,high,3.56,0,paved,clear,2,morning,0.54,1,92,0,27.7,13.5,0
agricultural_supplies,high,8.12,1,mixed,clear,5,night,1.06,1,28,1,63.0,38.0,0
medicine,high,8.76,1,paved,storm,1,morning,1.8,1,95,0,73.9,28.6,1
groceries,low,5.73,1,unpaved,rain,3,afternoon,2.84,2,49,1,27.0,29.7,1
groceries,normal,15.55,1,paved,rain,3,night,3.94,0,53,0,45.7,48.4,0
agricultural_supplies,normal,22.6,1,mixed,rain,4,morning,6.71,1,27,1,52.1,96.1,0
medicine,normal,5.16,0,paved,rain,1,afternoon,5.56,3,24,0,54.6,15.4,0
documents,normal,35.49,1,paved,clear,1,evening,3.15,1,92,0,31.6,71.5,0
agricultural_supplies,low,22.5,1,paved,rain,1,afternoon,8.76,3,92,0,28.5,65.7,0
groceries,normal,1.45,0,paved,clear,1,afternoon,1.48,0,46,0,22.3,5.0,0
groceries,normal,8.88,1,paved,clear,4,night,3.46,4,67,0,30.9,30.6,0
medicine,high,8.92,1,paved,clear,2,morning,5.33,0,29,1,83.1,24.7,0
agricultural_supplies,high,2.37,1,unpaved,clear,3,morning,1.74,1,80,0,56.7,13.7,0
clothing,normal,2.61,1,paved,rain,4,afternoon,1.36,1,21,0,30.3,15.3,0
groceries,emergency,28.97,0,paved,clear,5,afternoon,10.21,1,98,0,48.9,80.9,1
agricultural_supplies,high,5.49,1,paved,rain,1,night,6.19,0,44,0,60.7,25.3,0
groceries,emergency,21.01,0,paved,clear,5,evening,2.32,1,90,0,51.5,55.7,0
documents,high,4.4,0,paved,fog,1,morning,3.75,2,73,1,49.4,16.3,0
groceries,high,1.36,0,paved,clear,2,morning,2.42,0,61,0,33.5,7.4,0
clothing,normal,4.68,0,paved,clear,4,evening,0.6,0,94,0,17.1,11.9,0
electronics,low,22.45,0,unpaved,clear,1,morning,6.82,0,47,0,12.8,79.7,0
documents,normal,17.56,0,mixed,clear,1,evening,4.11,1,20,0,29.0,43.4,0
medicine,normal,10.99,0,paved,clear,5,afternoon,1.49,3,77,0,58.5,30.6,0
clothing,normal,13.38,0,paved,storm,2,afternoon,1.51,2,49,0,23.6,56.4,1
clothing,normal,10.9,0,paved,rain,3,evening,1.76,1,62,1,23.9,25.9,0
medicine,emergency,8.74,1,mixed,rain,2,morning,1.94,1,35,0,99.8,40.1,0
clothing,normal,4.82,0,mixed,fog,3,night,4.99,2,30,0,17.3,20.9,0
clothing,high,8.12,0,unpaved,fog,2,afternoon,1.66,1,87,0,34.5,38.7,1
medicine,high,33.65,1,mixed,storm,4,evening,1.14,2,71,0,84.9,206.0,0
groceries,normal,9.97,1,mixed,fog,2,afternoon,3.14,1,86,0,30.6,46.5,1
clothing,high,11.0,1,unpaved,rain,1,morning,2.81,1,31,0,37.0,44.8,0
agricultural_supplies,normal,16.76,1,mixed,clear,3,night,2.4,3,86,0,49.0,57.3,1
agricultural_supplies,emergency,1.11,1,unpaved,clear,5,morning,4.8,0,83,0,76.2,5.0,1
groceries,low,3.08,0,paved,rain,3,evening,6.1,1,99,0,10.6,5.0,0
agricultural_supplies,high,5.29,0,mixed,clear,5,afternoon,2.93,2,52,0,47.7,21.0,0
electronics,high,31.9,0,paved,clear,4,night,8.17,1,97,1,30.6,81.3,0
groceries,low,9.14,1,unpaved,clear,1,evening,0.7,1,63,0,16.1,30.6,1
clothing,high,2.79,0,mixed,clear,5,morning,0.71,0,58,1,49.1,5.0,0
agricultural_supplies,high,11.22,1,paved,clear,1,afternoon,5.42,1,55,0,57.1,25.3,0
electronics,normal,25.41,0,mixed,fog,2,afternoon,3.3,3,50,1,19.8,98.4,1
documents,low,8.78,0,paved,fog,5,evening,1.35,0,42,1,23.5,40.5,0
agricultural_supplies,high,4.15,0,paved,rain,3,night,2.89,1,33,0,46.4,10.7,0
groceries,normal,19.5,0,paved,clear,2,night,4.64,2,63,0,24.7,40.0,0
groceries,high,18.7,0,paved,rain,4,night,5.04,0,89,0,31.6,64.6,0
clothing,normal,12.91,1,mixed,clear,1,evening,2.1,0,99,0,29.6,35.5,0
medicine,normal,39.77,1,unpaved,clear,3,night,2.21,2,37,0,70.4,170.5,1
groceries,normal,1.16,1,paved,fog,1,afternoon,0.35,0,38,0,34.6,5.0,1
groceries,low,30.34,1,unpaved,clear,5,night,7.18,1,72,0,17.4,145.3,0
documents,low,2.11,0,paved,clear,5,afternoon,2.85,1,66,0,10.8,10.0,0
documents,low,1.85,1,unpaved,clear,2,morning,3.48,1,59,0,24.9,6.9,1
documents,normal,31.26,0,paved,rain,2,night,2.63,0,80,0,27.3,74.0,0
agricultural_supplies,normal,33.79,0,paved,fog,1,night,4.68,3,85,0,32.1,87.6,1
electronics,high,2.14,1,unpaved,clear,4,night,4.89,1,94,1,50.8,10.1,1
electronics,normal,4.0,1,mixed,storm,3,afternoon,6.33,2,88,0,29.1,33.6,0
documents,high,15.19,1,paved,storm,1,evening,1.79,2,64,0,47.1,61.0,0
groceries,low,18.85,1,unpaved,clear,5,morning,0.31,0,92,0,16.5,90.9,1
electronics,normal,2.42,1,paved,rain,1,evening,5.32,2,30,0,27.4,13.7,0
medicine,low,12.86,0,paved,clear,4,evening,3.64,2,99,0,40.8,34.3,0
agricultural_supplies,emergency,12.15,0,unpaved,rain,3,evening,8.63,5,75,0,63.0,54.7,0
clothing,normal,8.61,0,paved,clear,4,evening,8.01,2,53,0,23.5,23.4,0
groceries,low,17.79,1,unpaved,clear,2,evening,5.56,1,32,0,17.9,63.5,0
groceries,low,8.7,1,paved,fog,1,morning,2.07,1,25,0,15.6,32.2,0
medicine,low,45.98,1,paved,clear,2,morning,3.14,1,76,0,51.6,104.3,0
